This is Bob Kurucz's extraterrestrial solar spectrum, based on
a line-by-line calculation, a theoretical model of the Sun, and
relevant datasets.  It has been averaged to 20 cm-1 resolution.
The wavenumber column value refers to an average over plus and
minus 10 cm-1 around that value. The columns are tab-delimited.
97/04/24: CSZ added first line of flux = 49980 cm-1 = 0 Wm-2/cm-1
Wavenumber(cm-1)	SolarSpectrum(Wm-2/cm-1)
41040.0	0.34615E-03
41060.0	0.26565E-03
41080.0	0.41545E-03
41100.0	0.34285E-03
41120.0	0.46785E-03
41140.0	0.45070E-03
41160.0	0.36710E-03
41180.0	0.47060E-03
41200.0	0.52350E-03
41220.0	0.37185E-03
41240.0	0.33780E-03
41260.0	0.37915E-03
41280.0	0.50600E-03
41300.0	0.41935E-03
41320.0	0.35125E-03
41340.0	0.39490E-03
41360.0	0.37515E-03
41380.0	0.32815E-03
41400.0	0.31490E-03
41420.0	0.17885E-03
41440.0	0.27570E-03
41460.0	0.15630E-03
41480.0	0.21330E-03
41500.0	0.28595E-03
41520.0	0.23795E-03
41540.0	0.14945E-03
41560.0	0.16390E-03
41580.0	0.17055E-03
41600.0	0.28370E-03
41620.0	0.28370E-03
41640.0	0.31285E-03
41660.0	0.20450E-03
41680.0	0.23910E-03
41700.0	0.26360E-03
41720.0	0.13390E-03
41740.0	0.14005E-03
41760.0	0.27785E-03
41780.0	0.32385E-03
41800.0	0.27895E-03
41820.0	0.37075E-03
41840.0	0.19990E-03
41860.0	0.18430E-03
41880.0	0.29555E-03
41900.0	0.30045E-03
41920.0	0.23945E-03
41940.0	0.15900E-03
41960.0	0.13675E-03
41980.0	0.14225E-03
42000.0	0.23530E-03
42020.0	0.21420E-03
42040.0	0.33190E-03
42060.0	0.36500E-03
42080.0	0.24165E-03
42100.0	0.25940E-03
42120.0	0.15685E-03
42140.0	0.36920E-03
42160.0	0.36775E-03
42180.0	0.28360E-03
42200.0	0.24920E-03
42220.0	0.24105E-03
42240.0	0.19450E-03
42260.0	0.26885E-03
42280.0	0.21220E-03
42300.0	0.32165E-03
42320.0	0.27255E-03
42340.0	0.24685E-03
42360.0	0.16025E-03
42380.0	0.21095E-03
42400.0	0.35295E-03
42420.0	0.32775E-03
42440.0	0.30420E-03
42460.0	0.26765E-03
42480.0	0.32290E-03
42500.0	0.33730E-03
42520.0	0.28475E-03
42540.0	0.28895E-03
42560.0	0.18225E-03
42580.0	0.13935E-03
42600.0	0.21120E-03
42620.0	0.15910E-03
42640.0	0.15350E-03
42660.0	0.11345E-03
42680.0	0.25535E-03
42700.0	0.26815E-03
42720.0	0.22480E-03
42740.0	0.16875E-03
42760.0	0.13810E-03
42780.0	0.22600E-03
42800.0	0.36715E-03
42820.0	0.24320E-03
42840.0	0.23600E-03
42860.0	0.17570E-03
42880.0	0.18100E-03
42900.0	0.26410E-03
42920.0	0.34410E-03
42940.0	0.28320E-03
42960.0	0.20650E-03
42980.0	0.14885E-03
43000.0	0.28085E-03
43020.0	0.45035E-03
43040.0	0.37925E-03
43060.0	0.16575E-03
43080.0	0.19280E-03
43100.0	0.19980E-03
43120.0	0.31125E-03
43140.0	0.25335E-03
43160.0	0.28340E-03
43180.0	0.37210E-03
43200.0	0.22640E-03
43220.0	0.19105E-03
43240.0	0.17730E-03
43260.0	0.16650E-03
43280.0	0.22445E-03
43300.0	0.29610E-03
43320.0	0.28340E-03
43340.0	0.41160E-03
43360.0	0.42245E-03
43380.0	0.29195E-03
43400.0	0.16400E-03
43420.0	0.30415E-03
43440.0	0.21955E-03
43460.0	0.18190E-03
43480.0	0.20210E-03
43500.0	0.14080E-03
43520.0	0.14390E-03
43540.0	0.36505E-03
43560.0	0.25445E-03
43580.0	0.25860E-03
43600.0	0.24960E-03
43620.0	0.25320E-03
43640.0	0.21560E-03
43660.0	0.20625E-03
43680.0	0.30545E-03
43700.0	0.18495E-03
43720.0	0.19150E-03
43740.0	0.38910E-03
43760.0	0.26155E-03
43780.0	0.24790E-03
43800.0	0.36110E-03
43820.0	0.30505E-03
43840.0	0.23510E-03
43860.0	0.24625E-03
43880.0	0.24605E-03
43900.0	0.22685E-03
43920.0	0.15900E-03
43940.0	0.21555E-03
43960.0	0.16115E-03
43980.0	0.20305E-03
44000.0	0.16960E-03
44020.0	0.16815E-03
44040.0	0.15550E-03
44060.0	0.13395E-03
44080.0	0.16285E-03
44100.0	0.18120E-03
44120.0	0.15990E-03
44140.0	0.13395E-03
44160.0	0.20275E-03
44180.0	0.22185E-03
44200.0	0.27540E-03
44220.0	0.19890E-03
44240.0	0.17375E-03
44260.0	0.33810E-03
44280.0	0.25150E-03
44300.0	0.25265E-03
44320.0	0.19730E-03
44340.0	0.31680E-03
44360.0	0.16195E-03
44380.0	0.36040E-03
44400.0	0.23660E-03
44420.0	0.24425E-03
44440.0	0.26790E-03
44460.0	0.26175E-03
44480.0	0.41875E-03
44500.0	0.29680E-03
44520.0	0.36200E-03
44540.0	0.22350E-03
44560.0	0.23900E-03
44580.0	0.26205E-03
44600.0	0.24540E-03
44620.0	0.28935E-03
44640.0	0.39080E-03
44660.0	0.23115E-03
44680.0	0.31075E-03
44700.0	0.33960E-03
44720.0	0.41465E-03
44740.0	0.33895E-03
44760.0	0.44295E-03
44780.0	0.36675E-03
44800.0	0.21565E-03
44820.0	0.21960E-03
44840.0	0.26850E-03
44860.0	0.28590E-03
44880.0	0.19455E-03
44900.0	0.20080E-03
44920.0	0.27390E-03
44940.0	0.22340E-03
44960.0	0.25825E-03
44980.0	0.21740E-03
45000.0	0.28385E-03
45020.0	0.26530E-03
45040.0	0.28435E-03
45060.0	0.18870E-03
45080.0	0.13070E-03
45100.0	0.84800E-04
45120.0	0.19880E-03
45140.0	0.23655E-03
45160.0	0.21855E-03
45180.0	0.24350E-03
45200.0	0.10700E-03
45220.0	0.83150E-04
45240.0	0.15490E-03
45260.0	0.20330E-03
45280.0	0.16685E-03
45300.0	0.19970E-03
45320.0	0.27845E-03
45340.0	0.25820E-03
45360.0	0.32895E-03
45380.0	0.32200E-03
45400.0	0.27670E-03
45420.0	0.12980E-03
45440.0	0.17855E-03
45460.0	0.27875E-03
45480.0	0.30630E-03
45500.0	0.24575E-03
45520.0	0.14630E-03
45540.0	0.17430E-03
45560.0	0.29340E-03
45580.0	0.31300E-03
45600.0	0.21380E-03
45620.0	0.17910E-03
45640.0	0.22030E-03
45660.0	0.18315E-03
45680.0	0.22595E-03
45700.0	0.15060E-03
45720.0	0.10185E-03
45740.0	0.29135E-03
45760.0	0.21335E-03
45780.0	0.14815E-03
45800.0	0.29215E-03
45820.0	0.28095E-03
45840.0	0.28050E-03
45860.0	0.26975E-03
45880.0	0.21870E-03
45900.0	0.10270E-03
45920.0	0.13715E-03
45940.0	0.18465E-03
45960.0	0.11025E-03
45980.0	0.12240E-03
46000.0	0.16805E-03
46020.0	0.19765E-03
46040.0	0.15120E-03
46060.0	0.20480E-03
46080.0	0.10255E-03
46100.0	0.15475E-03
46120.0	0.13705E-03
46140.0	0.70000E-04
46160.0	0.94050E-04
46180.0	0.18290E-03
46200.0	0.16395E-03
46220.0	0.22170E-03
46240.0	0.15835E-03
46260.0	0.20960E-03
46280.0	0.19220E-03
46300.0	0.11425E-03
46320.0	0.92450E-04
46340.0	0.96650E-04
46360.0	0.14520E-03
46380.0	0.16260E-03
46400.0	0.17975E-03
46420.0	0.27990E-03
46440.0	0.16220E-03
46460.0	0.17765E-03
46480.0	0.85000E-04
46500.0	0.24740E-03
46520.0	0.18855E-03
46540.0	0.17455E-03
46560.0	0.15325E-03
46580.0	0.16725E-03
46600.0	0.16270E-03
46620.0	0.20160E-03
46640.0	0.23985E-03
46660.0	0.20330E-03
46680.0	0.22925E-03
46700.0	0.25755E-03
46720.0	0.12000E-03
46740.0	0.86500E-04
46760.0	0.15415E-03
46780.0	0.22135E-03
46800.0	0.14145E-03
46820.0	0.10870E-03
46840.0	0.12375E-03
46860.0	0.16880E-03
46880.0	0.11285E-03
46900.0	0.15995E-03
46920.0	0.10770E-03
46940.0	0.12040E-03
46960.0	0.16755E-03
46980.0	0.17330E-03
47000.0	0.15730E-03
47020.0	0.17645E-03
47040.0	0.10350E-03
47060.0	0.51800E-04
47080.0	0.67750E-04
47100.0	0.13305E-03
47120.0	0.13140E-03
47140.0	0.20380E-03
47160.0	0.25480E-03
47180.0	0.15350E-03
47200.0	0.15995E-03
47220.0	0.21775E-03
47240.0	0.20560E-03
47260.0	0.12025E-03
47280.0	0.10980E-03
47300.0	0.13540E-03
47320.0	0.16290E-03
47340.0	0.18415E-03
47360.0	0.13255E-03
47380.0	0.81450E-04
47400.0	0.82500E-04
47420.0	0.10480E-03
47440.0	0.15500E-03
47460.0	0.12260E-03
47480.0	0.18340E-03
47500.0	0.15550E-03
47520.0	0.74550E-04
47540.0	0.80500E-04
47560.0	0.17465E-03
47580.0	0.12640E-03
47600.0	0.85350E-04
47620.0	0.91150E-04
47640.0	0.11125E-03
47660.0	0.12070E-03
47680.0	0.77450E-04
47700.0	0.11590E-03
47720.0	0.86850E-04
47740.0	0.66650E-04
47760.0	0.12560E-03
47780.0	0.91050E-04
47800.0	0.85000E-04
47820.0	0.73200E-04
47840.0	0.73450E-04
47860.0	0.63250E-04
47880.0	0.97450E-04
47900.0	0.62350E-04
47920.0	0.82300E-04
47940.0	0.63400E-04
47960.0	0.55050E-04
47980.0	0.62550E-04
48000.0	0.60300E-04
48020.0	0.59050E-04
48040.0	0.57050E-04
48060.0	0.59350E-04
48080.0	0.60600E-04
48100.0	0.56600E-04
48120.0	0.58450E-04
48140.0	0.63800E-04
48160.0	0.59750E-04
48180.0	0.56650E-04
48200.0	0.59700E-04
48220.0	0.56200E-04
48240.0	0.52850E-04
48260.0	0.51350E-04
48280.0	0.54450E-04
48300.0	0.50100E-04
48320.0	0.47505E-04
48340.0	0.52350E-04
48360.0	0.51950E-04
48380.0	0.49880E-04
48400.0	0.45305E-04
48420.0	0.53400E-04
48440.0	0.47825E-04
48460.0	0.52900E-04
48480.0	0.36425E-04
48500.0	0.45680E-04
48520.0	0.51150E-04
48540.0	0.54400E-04
48560.0	0.42905E-04
48580.0	0.42705E-04
48600.0	0.51400E-04
48620.0	0.46295E-04
48640.0	0.39580E-04
48660.0	0.49100E-04
48680.0	0.48455E-04
48700.0	0.50550E-04
48720.0	0.48450E-04
48740.0	0.46630E-04
48760.0	0.49220E-04
48780.0	0.44005E-04
48800.0	0.47885E-04
48820.0	0.40230E-04
48840.0	0.48215E-04
48860.0	0.51650E-04
48880.0	0.46465E-04
48900.0	0.43585E-04
48920.0	0.41840E-04
48940.0	0.49080E-04
48960.0	0.47290E-04
48980.0	0.45045E-04
49000.0	0.39795E-04
49020.0	0.36375E-04
49040.0	0.39295E-04
49060.0	0.46355E-04
49080.0	0.40725E-04
49100.0	0.45960E-04
49120.0	0.40715E-04
49140.0	0.34645E-04
49160.0	0.31625E-04
49180.0	0.37900E-04
49200.0	0.44240E-04
49220.0	0.44980E-04
49240.0	0.39005E-04
49260.0	0.37615E-04
49280.0	0.36470E-04
49300.0	0.41915E-04
49320.0	0.33800E-04
49340.0	0.24575E-04
49360.0	0.29430E-04
49380.0	0.32440E-04
49400.0	0.41770E-04
49420.0	0.36205E-04
49440.0	0.30800E-04
49460.0	0.31690E-04
49480.0	0.37390E-04
49500.0	0.37755E-04
49520.0	0.33580E-04
49540.0	0.42060E-04
49560.0	0.36520E-04
49580.0	0.32990E-04
49600.0	0.33420E-04
49620.0	0.33425E-04
49640.0	0.34835E-04
49660.0	0.38250E-04
49680.0	0.36265E-04
49700.0	0.29795E-04
49720.0	0.31480E-04
49740.0	0.37190E-04
49760.0	0.32205E-04
49780.0	0.33320E-04
49800.0	0.29360E-04
49820.0	0.33005E-04
49840.0	0.35190E-04
49860.0	0.34200E-04
49880.0	0.28870E-04
49900.0	0.35455E-04
49920.0	0.32045E-04
49940.0	0.33350E-04
49960.0	0.32935E-04
49980.0	0.
